candidate_name,model_label,valid_year,rank,feature,importance,is_reconstructed
A_C_skill_combo_tuned_catboost,tuned_params,2024,3,te_pitcher_id__balls_before__strikes_before_delta,10.45278285905336,False
A_C_skill_combo_tuned_catboost,tuned_params,2024,4,te_pitcher_id__game_type_delta,8.419884368598055,False
A_C_skill_combo_tuned_catboost,tuned_params,2024,5,te_pitcher_id,5.966151547827412,False
A_C_skill_combo_tuned_catboost,tuned_params,2024,6,te_pitcher_id_delta,5.349708155235932,False
A_C_skill_combo_tuned_catboost,tuned_params,2024,7,te_pitcher_id__base_state_delta,5.22642493917969,False
A_C_skill_combo_tuned_catboost,tuned_params,2024,8,te_pitcher_id__base_state,4.510901436135998,False
A_C_skill_combo_tuned_catboost,tuned_params,2024,9,te_batter_id__pitcher_hand_delta,3.927642295398273,False
A_C_skill_combo_tuned_catboost,tuned_params,2024,10,te_batter_id__pitcher_hand,3.8373935327724813,False
A_C_skill_combo_tuned_catboost,tuned_params,2024,11,te_balls_before__strikes_before__game_type_delta,3.0851427120842168,False
A_C_skill_combo_tuned_catboost,tuned_params,2024,12,season,2.468195332505397,False
A_C_skill_combo_tuned_catboost,tuned_params,2024,13,te_game_type,2.0333100103029844,False
A_C_skill_combo_tuned_catboost,tuned_params,2024,14,game_type_code,1.9635494728072607,False
A_C_skill_combo_tuned_catboost,tuned_params,2024,15,te_balls_before__strikes_before__game_type,1.7303801779855814,False
A_C_skill_combo_tuned_catboost,tuned_params,2024,16,te_game_type_delta,1.45261947513953,False
A_C_skill_combo_tuned_catboost,tuned_params,2024,17,te_batter_team_id,1.4321825637471224,False
A_C_skill_combo_tuned_catboost,tuned_params,2024,18,te_pitcher_id__batter_hand,1.3010899721150788,False
A_C_skill_combo_tuned_catboost,tuned_params,2024,19,te_pitcher_id__batter_hand_delta,1.1439147808791594,False
A_C_skill_combo_tuned_catboost,tuned_params,2024,20,te_season_delta,1.098344690458517,False
A_C_skill_combo_tuned_catboost,tuned_params,2024,21,game_month,1.0910443910138856,False
A_C_skill_combo_tuned_catboost,tuned_params,2024,22,te_batter_team_id_delta,0.9356523912859595,False
A_C_skill_combo_tuned_catboost,tuned_params,2024,23,te_season,0.8713456911559114,False
A_C_skill_combo_tuned_catboost,tuned_params,2024,24,runner_on_3b,0.813068246657882,False
A_C_skill_combo_tuned_catboost,tuned_params,2024,25,scoring_position,0.5293502948863348,False
A_C_skill_combo_tuned_catboost,tuned_params,2024,26,rf_recent_mean_minus_career,0.35530044248463555,True
A_C_skill_combo_tuned_catboost,tuned_params,2024,27,asof_pitcher_pitchmix_n,0.3288665156115646,False
A_C_skill_combo_tuned_catboost,tuned_params,2024,28,asof_batter_success_rate,0.3130241602826596,False
A_C_skill_combo_tuned_catboost,tuned_params,2024,29,asof_pitcher_n,0.2977274746600796,False
A_C_skill_combo_tuned_catboost,tuned_params,2024,30,asof_batter_success_minus_global,0.2763812123833013,False
A_C_skill_combo_tuned_catboost,tuned_params,2024,31,rf_prev1_minus_career,0.23240198903487194,True
A_C_skill_combo_tuned_catboost,tuned_params,2024,32,li,0.202686742649479,False
A_C_skill_combo_tuned_catboost,tuned_params,2024,33,te_batter_id,0.15586791500081204,False
A_C_skill_combo_tuned_catboost,tuned_params,2024,34,te_batter_id_delta,0.15356851643070982,False
A_C_skill_combo_tuned_catboost,tuned_params,2024,35,te_balls_before__strikes_before,0.1511888100469679,False
A_C_skill_combo_tuned_catboost,tuned_params,2024,36,te_pitcher_hand__batter_hand_delta,0.15098825144134206,False
A_C_skill_combo_tuned_catboost,tuned_params,2024,37,asof_pitcher_ball_rate,0.14553712358899937,False
A_C_skill_combo_tuned_catboost,tuned_params,2024,38,asof_pitcher_strike_rate,0.13361568523029835,False
A_C_skill_combo_tuned_catboost,tuned_params,2024,39,te_pitcher_hand__batter_hand,0.1314266322125781,False
A_C_skill_combo_tuned_catboost,tuned_params,2024,40,pitcher_id_code,0.1294083608309742,False
