candidate_name,valid_year,hierarchy_available_rate,pitcher_unseen_rate,context_unseen_rate,fallback_used_rate,full_hierarchy_used_rate
D_PITCHER_BATTER_HAND_recent2,2023,0.8435189899195601,0.15648101008043988,0.1566439262804195,0.0,0.8433560737195805
D_PITCHER_BATTER_HAND_recent2,2024,0.7708071177521725,0.22919288224782747,0.2292283842260766,0.0,0.7707716157739234
D_PITCHER_BATTER_HAND_recent3,2022,0.842608456714295,0.15739154328570504,0.15739154328570504,0.0,0.842608456714295
D_PITCHER_BATTER_HAND_recent3,2023,0.8602179004174728,0.13978209958252724,0.13985948477751756,0.0,0.8601405152224825
D_PITCHER_BATTER_HAND_recent3,2024,0.8007195067591822,0.1992804932408178,0.19937910984706536,0.0,0.8006208901529346
D_PITCHER_BATTER_HAND_recency_weighted,2022,0.842608456714295,0.15739154328570504,0.15739154328570504,0.0,0.842608456714295
D_PITCHER_BATTER_HAND_recency_weighted,2023,0.8620181244272478,0.13798187557275227,0.13798187557275227,0.0,0.8620181244272478
D_PITCHER_BATTER_HAND_recency_weighted,2024,0.8013940443459155,0.1986059556540845,0.19864145763233362,0.0,0.8013585423676663
C_PITCHER_GAME,2025,0.4,0.6,0.8,,0.2
D_PITCHER_BATTER_HAND,2025,0.4,0.6,0.6,,0.4
