feature,importance,feature_set,valid_year
asof_pitcher_pitchmix_n,1.0121731821435749,current_baseline,2022
asof_pitcher_fastball_rate,0.1364873143919966,current_baseline,2022
asof_pitcher_breaking_rate,0.0714234385170693,current_baseline,2022
asof_pitcher_offspeed_rate,0.0819969372334398,current_baseline,2022
top_bottom_code,0.0,current_baseline,2022
game_type_code,1.821693810790356,current_baseline,2022
base_state_code,1.4845693887821856,current_baseline,2022
pitcher_id_code,1.1537179932438428,current_baseline,2022
batter_id_code,0.2484126164735555,current_baseline,2022
count_index,0.5116735550921034,current_baseline,2022
two_strike,0.0,current_baseline,2022
three_ball,0.0,current_baseline,2022
full_count,0.0,current_baseline,2022
pitcher_count,0.0505273975184162,current_baseline,2022
hitter_count,0.085251066130605,current_baseline,2022
even_count,0.0345957906888947,current_baseline,2022
runner_on,0.0249412304399651,current_baseline,2022
scoring_position,0.3024553775126957,current_baseline,2022
abs_score_diff_pitcher_team,0.4223536113618695,current_baseline,2022
pitcher_team_leading,0.0,current_baseline,2022
pitcher_team_trailing,0.0577185375830778,current_baseline,2022
late_inning,0.0,current_baseline,2022
te_pitcher_id,3.756174734051901,current_baseline,2022
te_pitcher_id_delta,4.289675815623892,current_baseline,2022
te_batter_id,0.2324205879840141,current_baseline,2022
te_batter_id_delta,0.4555645500262236,current_baseline,2022
te_pitcher_team_id,0.4399549900727046,current_baseline,2022
te_pitcher_team_id_delta,0.4194359479534839,current_baseline,2022
te_batter_team_id,2.1496872331484465,current_baseline,2022
te_batter_team_id_delta,1.2401816348918857,current_baseline,2022
te_game_type,0.37019904664076,current_baseline,2022
te_game_type_delta,1.1385105514366527,current_baseline,2022
te_season,0.5945652773347705,current_baseline,2022
te_season_delta,1.109046775713636,current_baseline,2022
te_pitcher_id__balls_before__strikes_before,8.355481555949165,current_baseline,2022
te_pitcher_id__balls_before__strikes_before_delta,14.561772357971089,current_baseline,2022
te_pitcher_id__batter_hand,1.699811409239807,current_baseline,2022
te_pitcher_id__batter_hand_delta,1.6840872757248344,current_baseline,2022
te_pitcher_id__base_state,5.117511866462933,current_baseline,2022
te_pitcher_id__base_state_delta,7.242098451754883,current_baseline,2022
te_pitcher_id__game_type,6.275728200933284,current_baseline,2022
te_pitcher_id__game_type_delta,3.2418989224133066,current_baseline,2022
te_batter_id__pitcher_hand,5.53961499170985,current_baseline,2022
te_batter_id__pitcher_hand_delta,4.586701743806705,current_baseline,2022
te_balls_before__strikes_before,0.308531594239856,current_baseline,2022
te_balls_before__strikes_before_delta,0.3606334901290234,current_baseline,2022
te_balls_before__strikes_before__game_type,1.446362064609494,current_baseline,2022
te_balls_before__strikes_before__game_type_delta,1.5982844283821942,current_baseline,2022
te_pitcher_hand__batter_hand,0.1390240270776416,current_baseline,2022
te_pitcher_hand__batter_hand_delta,0.1977669822701334,current_baseline,2022
te_base_state__outs_before,0.2178252988818628,current_baseline,2022
te_base_state__outs_before_delta,0.3831011635151076,current_baseline,2022
asof_pitcher_success_minus_global,0.9063979086106236,current_baseline,2022
asof_batter_success_minus_global,0.267197155468606,current_baseline,2022
pitcher_success_x_two_strike,0.2161876159947615,current_baseline,2022
pitcher_success_x_runner_on,0.2109750618367701,current_baseline,2022
pitcher_fastball_x_hitter_count,0.244865080234011,current_baseline,2022
season,0.993559813854074,current_baseline,2023
game_month,1.275256266651211,current_baseline,2023
game_dayofweek,0.1186621180532505,current_baseline,2023
inning,0.0182952543978632,current_baseline,2023
balls_before,0.4376808952902383,current_baseline,2023
strikes_before,0.0977058841134632,current_baseline,2023
outs_before,0.0358812110797522,current_baseline,2023
run_top_before,0.1207725285901975,current_baseline,2023
run_bot_before,0.038890396009503,current_baseline,2023
run_total_before,0.1135254724469135,current_baseline,2023
score_diff_home,0.0322269164975853,current_baseline,2023
score_diff_pitcher_team,0.2219891848565404,current_baseline,2023
runner_on_1b,0.0,current_baseline,2023
runner_on_2b,0.0185115927135462,current_baseline,2023
runner_on_3b,0.9019511150320996,current_baseline,2023
num_runners_on,0.0157986513464408,current_baseline,2023
home_win_expectancy,0.1416199375487614,current_baseline,2023
away_win_expectancy,0.0535283910530637,current_baseline,2023
li,0.3482937539807851,current_baseline,2023
pitcher_hand,0.0,current_baseline,2023
batter_hand,0.1156399249290844,current_baseline,2023
pitcher_team_id,0.2332663323722353,current_baseline,2023
batter_team_id,0.2125575414447477,current_baseline,2023
asof_pitcher_n,0.6059270911139893,current_baseline,2023
asof_pitcher_success_rate,0.3335586759313501,current_baseline,2023
asof_pitcher_reverse_rate,0.5383206900181153,current_baseline,2023
asof_pitcher_middle_rate,0.2760192869076266,current_baseline,2023
asof_pitcher_ball_rate,0.1541199552145592,current_baseline,2023
asof_pitcher_strike_rate,0.148568126245589,current_baseline,2023
asof_pitcher_prev1_game_success_rate,0.3864975892162356,current_baseline,2023
asof_pitcher_prev3_game_success_rate,0.3007059850717896,current_baseline,2023
asof_pitcher_prev5_game_success_rate,0.0653553340580394,current_baseline,2023
asof_pitcher_prev1_game_middle_rate,0.0711268326557743,current_baseline,2023
asof_pitcher_prev3_game_middle_rate,0.1363543269970404,current_baseline,2023
asof_pitcher_prev5_game_middle_rate,0.1030500090235958,current_baseline,2023
asof_batter_n,0.1153311690044707,current_baseline,2023
asof_batter_success_rate,0.2410584297066522,current_baseline,2023
asof_batter_middle_rate,0.081479361331322,current_baseline,2023
asof_pitcher_pitchmix_n,0.8574655583557202,current_baseline,2023
asof_pitcher_fastball_rate,0.2311711623361541,current_baseline,2023
asof_pitcher_breaking_rate,0.0865761375434913,current_baseline,2023
asof_pitcher_offspeed_rate,0.1023003114484284,current_baseline,2023
top_bottom_code,0.0,current_baseline,2023
game_type_code,2.115714565182077,current_baseline,2023
base_state_code,0.9010968441199274,current_baseline,2023
pitcher_id_code,0.4394408448334297,current_baseline,2023
batter_id_code,0.2556453289736874,current_baseline,2023
count_index,0.1525433991328414,current_baseline,2023
two_strike,0.0570161429434025,current_baseline,2023
three_ball,0.0348664058785882,current_baseline,2023
full_count,0.0,current_baseline,2023
pitcher_count,0.0,current_baseline,2023
hitter_count,0.1779986346025326,current_baseline,2023
even_count,0.0693213982436639,current_baseline,2023
runner_on,0.0,current_baseline,2023
scoring_position,0.6671830940249146,current_baseline,2023
abs_score_diff_pitcher_team,0.1586851920973037,current_baseline,2023
pitcher_team_leading,0.0221454948035152,current_baseline,2023
pitcher_team_trailing,0.0,current_baseline,2023
late_inning,0.0183353875319391,current_baseline,2023
te_pitcher_id,4.74656682004886,current_baseline,2023
te_pitcher_id_delta,5.576804085018127,current_baseline,2023
te_batter_id,0.1894783910946482,current_baseline,2023
te_batter_id_delta,0.4326092658842301,current_baseline,2023
te_pitcher_team_id,0.1266722030446967,current_baseline,2023
te_pitcher_team_id_delta,0.0468206256457987,current_baseline,2023
te_batter_team_id,1.2850198930681525,current_baseline,2023
te_batter_team_id_delta,1.5626957667003896,current_baseline,2023
te_game_type,0.9308148461270248,current_baseline,2023
te_game_type_delta,1.0343376016560366,current_baseline,2023
te_season,2.11292617072452,current_baseline,2023
te_season_delta,1.802228096889387,current_baseline,2023
te_pitcher_id__balls_before__strikes_before,12.179094881880562,current_baseline,2023
te_pitcher_id__balls_before__strikes_before_delta,9.49263469277273,current_baseline,2023
te_pitcher_id__batter_hand,1.313870835231715,current_baseline,2023
te_pitcher_id__batter_hand_delta,1.7288417460163672,current_baseline,2023
te_pitcher_id__base_state,6.379468187286415,current_baseline,2023
te_pitcher_id__base_state_delta,4.776452800241429,current_baseline,2023
te_pitcher_id__game_type,7.688570087405468,current_baseline,2023
te_pitcher_id__game_type_delta,5.7114373833257,current_baseline,2023
te_batter_id__pitcher_hand,4.754112652548455,current_baseline,2023
te_batter_id__pitcher_hand_delta,3.4346517736662365,current_baseline,2023
te_balls_before__strikes_before,0.0894582669139796,current_baseline,2023
te_balls_before__strikes_before_delta,0.4102461321627079,current_baseline,2023
te_balls_before__strikes_before__game_type,1.3497571753063708,current_baseline,2023
te_balls_before__strikes_before__game_type_delta,3.4776996017565334,current_baseline,2023
te_pitcher_hand__batter_hand,0.1868847569241636,current_baseline,2023
te_pitcher_hand__batter_hand_delta,0.0755424840511893,current_baseline,2023
te_base_state__outs_before,0.2204513426283169,current_baseline,2023
te_base_state__outs_before_delta,0.2357372463472662,current_baseline,2023
asof_pitcher_success_minus_global,0.3507729610338552,current_baseline,2023
asof_batter_success_minus_global,0.4206817110168247,current_baseline,2023
pitcher_success_x_two_strike,0.1307893555411803,current_baseline,2023
pitcher_success_x_runner_on,0.0812676667299665,current_baseline,2023
pitcher_fastball_x_hitter_count,0.2140105465015631,current_baseline,2023
season,3.836073041169199,current_baseline,2024
game_month,1.5048542672874503,current_baseline,2024
game_dayofweek,0.0306405727419872,current_baseline,2024
inning,0.3032665588436965,current_baseline,2024
balls_before,0.1200288706517932,current_baseline,2024
strikes_before,0.0189979022686441,current_baseline,2024
outs_before,0.0323358704151311,current_baseline,2024
run_top_before,0.0,current_baseline,2024
run_bot_before,0.0171956580440426,current_baseline,2024
run_total_before,0.0640408351119893,current_baseline,2024
score_diff_home,0.0367059790538972,current_baseline,2024
score_diff_pitcher_team,0.0342339876014191,current_baseline,2024
runner_on_1b,0.0,current_baseline,2024
runner_on_2b,0.0,current_baseline,2024
runner_on_3b,0.64724319915319,current_baseline,2024
num_runners_on,0.0611563359543762,current_baseline,2024
home_win_expectancy,0.0933868630232876,current_baseline,2024
away_win_expectancy,0.096592003596206,current_baseline,2024
li,0.3176235930697136,current_baseline,2024
pitcher_hand,0.0846327784504555,current_baseline,2024
batter_hand,0.0530896925074468,current_baseline,2024
pitcher_team_id,0.1609478908069462,current_baseline,2024
batter_team_id,0.092669152982184,current_baseline,2024
asof_pitcher_n,0.3005223280616287,current_baseline,2024
asof_pitcher_success_rate,0.2972378320082415,current_baseline,2024
asof_pitcher_reverse_rate,0.5280567751049955,current_baseline,2024
asof_pitcher_middle_rate,0.3440475161260026,current_baseline,2024
asof_pitcher_ball_rate,0.1828674311630851,current_baseline,2024
asof_pitcher_strike_rate,0.2158823808946204,current_baseline,2024
asof_pitcher_prev1_game_success_rate,0.4733553320166089,current_baseline,2024
asof_pitcher_prev3_game_success_rate,0.2910110480734515,current_baseline,2024
asof_pitcher_prev5_game_success_rate,0.1325078821609937,current_baseline,2024
asof_pitcher_prev1_game_middle_rate,0.0622750239755747,current_baseline,2024
asof_pitcher_prev3_game_middle_rate,0.1178998404918557,current_baseline,2024
asof_pitcher_prev5_game_middle_rate,0.1063500834899341,current_baseline,2024
asof_batter_n,0.0695591790011443,current_baseline,2024
asof_batter_success_rate,0.3064147634362947,current_baseline,2024
asof_batter_middle_rate,0.0381555615027707,current_baseline,2024
asof_pitcher_pitchmix_n,0.9449354245336412,current_baseline,2024
asof_pitcher_fastball_rate,0.2482446207207073,current_baseline,2024
asof_pitcher_breaking_rate,0.0590414956872323,current_baseline,2024
asof_pitcher_offspeed_rate,0.1110524119998817,current_baseline,2024
top_bottom_code,0.0,current_baseline,2024
game_type_code,1.8044080789895949,current_baseline,2024
base_state_code,0.6455976925032664,current_baseline,2024
pitcher_id_code,0.3395408917693746,current_baseline,2024
batter_id_code,0.1359954550414165,current_baseline,2024
count_index,0.1558082407130746,current_baseline,2024
two_strike,0.0,current_baseline,2024
three_ball,0.0686478389323282,current_baseline,2024
full_count,0.0105195542285913,current_baseline,2024
pitcher_count,0.064611126478582,current_baseline,2024
hitter_count,0.1252380014358592,current_baseline,2024
even_count,0.0,current_baseline,2024
runner_on,0.0,current_baseline,2024
scoring_position,0.2611293706554355,current_baseline,2024
abs_score_diff_pitcher_team,0.0539066067315778,current_baseline,2024
pitcher_team_leading,0.015266911061522,current_baseline,2024
pitcher_team_trailing,0.0,current_baseline,2024
late_inning,0.0175703431799904,current_baseline,2024
te_pitcher_id,4.874363331281684,current_baseline,2024
te_pitcher_id_delta,5.981515731806808,current_baseline,2024
te_batter_id,0.3633850707569442,current_baseline,2024
te_batter_id_delta,0.1547090279297149,current_baseline,2024
te_pitcher_team_id,0.2404227045207088,current_baseline,2024
te_pitcher_team_id_delta,0.0634176818972373,current_baseline,2024
te_batter_team_id,0.8051279764376352,current_baseline,2024
te_batter_team_id_delta,2.1819962093760363,current_baseline,2024
te_game_type,2.382673598796273,current_baseline,2024
te_game_type_delta,2.359057155967805,current_baseline,2024
te_season,1.238944246971068,current_baseline,2024
te_season_delta,0.8108974175919287,current_baseline,2024
te_pitcher_id__balls_before__strikes_before,8.776788885058929,current_baseline,2024
te_pitcher_id__balls_before__strikes_before_delta,11.94735401740122,current_baseline,2024
te_pitcher_id__batter_hand,1.4551472821019102,current_baseline,2024
te_pitcher_id__batter_hand_delta,1.631855335349791,current_baseline,2024
te_pitcher_id__base_state,4.581377540028136,current_baseline,2024
te_pitcher_id__base_state_delta,4.883279948249274,current_baseline,2024
te_pitcher_id__game_type,8.211901543265927,current_baseline,2024
te_pitcher_id__game_type_delta,8.205502988152347,current_baseline,2024
te_batter_id__pitcher_hand,4.222768321232251,current_baseline,2024
te_batter_id__pitcher_hand_delta,2.7379652143448863,current_baseline,2024
te_balls_before__strikes_before,0.4349815273170171,current_baseline,2024
te_balls_before__strikes_before_delta,0.1148978955054094,current_baseline,2024
te_balls_before__strikes_before__game_type,1.1690619534490283,current_baseline,2024
te_balls_before__strikes_before__game_type_delta,2.038123711403816,current_baseline,2024
te_pitcher_hand__batter_hand,0.1964727392800846,current_baseline,2024
te_pitcher_hand__batter_hand_delta,0.467393593593763,current_baseline,2024
te_base_state__outs_before,0.2897311480836721,current_baseline,2024
te_base_state__outs_before_delta,0.0638535343052823,current_baseline,2024
asof_pitcher_success_minus_global,0.3235590645014981,current_baseline,2024
asof_batter_success_minus_global,0.21318018296995,current_baseline,2024
pitcher_success_x_two_strike,0.1481680787789177,current_baseline,2024
pitcher_success_x_runner_on,0.0,current_baseline,2024
pitcher_fastball_x_hitter_count,0.2967532473907134,current_baseline,2024
season,1.0894431608138833,pitcher_asof_momentum,2022
game_month,0.9553498853919972,pitcher_asof_momentum,2022
game_dayofweek,0.0714037033248979,pitcher_asof_momentum,2022
inning,0.2793604906617,pitcher_asof_momentum,2022
balls_before,0.3621931564704805,pitcher_asof_momentum,2022
strikes_before,0.2278900534448268,pitcher_asof_momentum,2022
outs_before,0.0838173618572651,pitcher_asof_momentum,2022
run_top_before,0.1220702516397305,pitcher_asof_momentum,2022
run_bot_before,0.0536718023483678,pitcher_asof_momentum,2022
run_total_before,0.0651603285477078,pitcher_asof_momentum,2022
score_diff_home,0.213245279027333,pitcher_asof_momentum,2022
score_diff_pitcher_team,0.3584774068730315,pitcher_asof_momentum,2022
runner_on_1b,0.0,pitcher_asof_momentum,2022
runner_on_2b,0.0,pitcher_asof_momentum,2022
runner_on_3b,0.6559468069195816,pitcher_asof_momentum,2022
num_runners_on,0.4404437840217856,pitcher_asof_momentum,2022
home_win_expectancy,0.1600181621523623,pitcher_asof_momentum,2022
away_win_expectancy,0.1467696430310234,pitcher_asof_momentum,2022
li,0.2557860319930468,pitcher_asof_momentum,2022
pitcher_hand,0.0,pitcher_asof_momentum,2022
batter_hand,0.0232217562398485,pitcher_asof_momentum,2022
pitcher_team_id,0.1773275279977501,pitcher_asof_momentum,2022
batter_team_id,0.3902462775668676,pitcher_asof_momentum,2022
asof_pitcher_n,0.8744761328498971,pitcher_asof_momentum,2022
asof_pitcher_success_rate,0.971357191656043,pitcher_asof_momentum,2022
asof_pitcher_reverse_rate,0.6509754269000819,pitcher_asof_momentum,2022
asof_pitcher_middle_rate,0.4541829383491962,pitcher_asof_momentum,2022
asof_pitcher_ball_rate,0.2332884418974515,pitcher_asof_momentum,2022
asof_pitcher_strike_rate,0.2471103287436695,pitcher_asof_momentum,2022
asof_pitcher_prev1_game_success_rate,0.1113020075879516,pitcher_asof_momentum,2022
asof_pitcher_prev3_game_success_rate,0.2183741159015716,pitcher_asof_momentum,2022
asof_pitcher_prev5_game_success_rate,0.2425849830050269,pitcher_asof_momentum,2022
asof_pitcher_prev1_game_middle_rate,0.2366256225717511,pitcher_asof_momentum,2022
asof_pitcher_prev3_game_middle_rate,0.1750277348072645,pitcher_asof_momentum,2022
asof_pitcher_prev5_game_middle_rate,0.1357795712486579,pitcher_asof_momentum,2022
asof_batter_n,0.3343284301082109,pitcher_asof_momentum,2022
asof_batter_success_rate,0.2683685526530012,pitcher_asof_momentum,2022
asof_batter_middle_rate,0.1591546900454046,pitcher_asof_momentum,2022
asof_pitcher_pitchmix_n,0.7265602216948959,pitcher_asof_momentum,2022
asof_pitcher_fastball_rate,0.1669139233088122,pitcher_asof_momentum,2022
asof_pitcher_breaking_rate,0.1000187196971135,pitcher_asof_momentum,2022
asof_pitcher_offspeed_rate,0.1035734564268065,pitcher_asof_momentum,2022
rf_pitcher_success_minus_prev5,0.3502390523274363,pitcher_asof_momentum,2022
rf_prev1_minus_prev3_success,0.3010789062934079,pitcher_asof_momentum,2022
rf_prev1_minus_prev5_middle,0.1165286041354861,pitcher_asof_momentum,2022
rf_prev1_minus_prev5_success,0.4067782536655281,pitcher_asof_momentum,2022
rf_prev3_minus_prev5_middle,0.1288768918019721,pitcher_asof_momentum,2022
rf_prev3_minus_prev5_success,0.2282358219130752,pitcher_asof_momentum,2022
top_bottom_code,0.0,pitcher_asof_momentum,2022
game_type_code,0.9761805954291696,pitcher_asof_momentum,2022
base_state_code,0.7058136232431075,pitcher_asof_momentum,2022
pitcher_id_code,1.0907282770870497,pitcher_asof_momentum,2022
batter_id_code,0.2584003682462743,pitcher_asof_momentum,2022
count_index,0.5390962525113335,pitcher_asof_momentum,2022
two_strike,0.0,pitcher_asof_momentum,2022
three_ball,0.0559691451988633,pitcher_asof_momentum,2022
full_count,0.0,pitcher_asof_momentum,2022
pitcher_count,0.0,pitcher_asof_momentum,2022
hitter_count,0.0797575921678903,pitcher_asof_momentum,2022
even_count,0.1335860089779764,pitcher_asof_momentum,2022
runner_on,0.0,pitcher_asof_momentum,2022
scoring_position,0.9133544316449766,pitcher_asof_momentum,2022
abs_score_diff_pitcher_team,0.2562173424984399,pitcher_asof_momentum,2022
pitcher_team_leading,0.0,pitcher_asof_momentum,2022
pitcher_team_trailing,0.0231093810380742,pitcher_asof_momentum,2022
late_inning,0.0,pitcher_asof_momentum,2022
te_pitcher_id,3.874883694985882,pitcher_asof_momentum,2022
te_pitcher_id_delta,4.287435747252341,pitcher_asof_momentum,2022
te_batter_id,0.4012421349278009,pitcher_asof_momentum,2022
te_batter_id_delta,0.6458855181669186,pitcher_asof_momentum,2022
te_pitcher_team_id,0.3760365151019156,pitcher_asof_momentum,2022
te_pitcher_team_id_delta,0.1687906973861057,pitcher_asof_momentum,2022
te_batter_team_id,1.3780877104547782,pitcher_asof_momentum,2022
te_batter_team_id_delta,1.353349883426684,pitcher_asof_momentum,2022
te_game_type,0.3228180770874075,pitcher_asof_momentum,2022
te_game_type_delta,0.7570371675486828,pitcher_asof_momentum,2022
te_season,0.6438971158416645,pitcher_asof_momentum,2022
te_season_delta,1.3223797857508417,pitcher_asof_momentum,2022
te_pitcher_id__balls_before__strikes_before,9.107934153299222,pitcher_asof_momentum,2022
te_pitcher_id__balls_before__strikes_before_delta,13.612782564092194,pitcher_asof_momentum,2022
te_pitcher_id__batter_hand,1.3408531412139986,pitcher_asof_momentum,2022
te_pitcher_id__batter_hand_delta,2.0270005354530696,pitcher_asof_momentum,2022
te_pitcher_id__base_state,5.37860920651087,pitcher_asof_momentum,2022
te_pitcher_id__base_state_delta,7.184440386819951,pitcher_asof_momentum,2022
te_pitcher_id__game_type,6.232707930924525,pitcher_asof_momentum,2022
te_pitcher_id__game_type_delta,3.3075769487378697,pitcher_asof_momentum,2022
te_batter_id__pitcher_hand,4.544238087185863,pitcher_asof_momentum,2022
te_batter_id__pitcher_hand_delta,5.902811004925556,pitcher_asof_momentum,2022
te_balls_before__strikes_before,0.2137423581233811,pitcher_asof_momentum,2022
te_balls_before__strikes_before_delta,0.3417996256112631,pitcher_asof_momentum,2022
te_balls_before__strikes_before__game_type,1.4775788875694107,pitcher_asof_momentum,2022
te_balls_before__strikes_before__game_type_delta,1.4309261328090197,pitcher_asof_momentum,2022
te_pitcher_hand__batter_hand,0.0921867572201247,pitcher_asof_momentum,2022
te_pitcher_hand__batter_hand_delta,0.0,pitcher_asof_momentum,2022
te_base_state__outs_before,0.431525529131312,pitcher_asof_momentum,2022
te_base_state__outs_before_delta,0.1702114319604175,pitcher_asof_momentum,2022
asof_pitcher_success_minus_global,1.232973030337683,pitcher_asof_momentum,2022
asof_batter_success_minus_global,0.5822010229685958,pitcher_asof_momentum,2022
pitcher_success_x_two_strike,0.0887973136444253,pitcher_asof_momentum,2022
pitcher_success_x_runner_on,0.3285692234276841,pitcher_asof_momentum,2022
pitcher_fastball_x_hitter_count,0.3328947721461819,pitcher_asof_momentum,2022
season,1.1415106357235412,pitcher_asof_momentum,2023
game_month,1.202097465639513,pitcher_asof_momentum,2023
game_dayofweek,0.1145695396417443,pitcher_asof_momentum,2023
inning,0.1626154587109192,pitcher_asof_momentum,2023
balls_before,0.3744169225543429,pitcher_asof_momentum,2023
strikes_before,0.0420176006396937,pitcher_asof_momentum,2023
outs_before,0.0206229462245368,pitcher_asof_momentum,2023
run_top_before,0.0618920368564319,pitcher_asof_momentum,2023
run_bot_before,0.0239979834565501,pitcher_asof_momentum,2023
run_total_before,0.280338356688816,pitcher_asof_momentum,2023
score_diff_home,0.0296245947791101,pitcher_asof_momentum,2023
score_diff_pitcher_team,0.3153222235474797,pitcher_asof_momentum,2023
runner_on_1b,0.0,pitcher_asof_momentum,2023
runner_on_2b,0.0377860184451876,pitcher_asof_momentum,2023
runner_on_3b,0.6446691921797715,pitcher_asof_momentum,2023
num_runners_on,0.1943434516027251,pitcher_asof_momentum,2023
home_win_expectancy,0.1095142449053546,pitcher_asof_momentum,2023
away_win_expectancy,0.0881598901868555,pitcher_asof_momentum,2023
li,0.2201893478143761,pitcher_asof_momentum,2023
pitcher_hand,0.0292669256102293,pitcher_asof_momentum,2023
batter_hand,0.0,pitcher_asof_momentum,2023
pitcher_team_id,0.1423342314782989,pitcher_asof_momentum,2023
batter_team_id,0.2229246820554585,pitcher_asof_momentum,2023
asof_pitcher_n,0.8871797428395555,pitcher_asof_momentum,2023
asof_pitcher_success_rate,0.430908287108426,pitcher_asof_momentum,2023
asof_pitcher_reverse_rate,0.5843231889384995,pitcher_asof_momentum,2023
asof_pitcher_middle_rate,0.3526418467937872,pitcher_asof_momentum,2023
asof_pitcher_ball_rate,0.0960575619423783,pitcher_asof_momentum,2023
asof_pitcher_strike_rate,0.1586678583100394,pitcher_asof_momentum,2023
asof_pitcher_prev1_game_success_rate,0.198833313848009,pitcher_asof_momentum,2023
asof_pitcher_prev3_game_success_rate,0.2431161901216487,pitcher_asof_momentum,2023
asof_pitcher_prev5_game_success_rate,0.0714276768385771,pitcher_asof_momentum,2023
asof_pitcher_prev1_game_middle_rate,0.0264462414568063,pitcher_asof_momentum,2023
asof_pitcher_prev3_game_middle_rate,0.0306713353391147,pitcher_asof_momentum,2023
asof_pitcher_prev5_game_middle_rate,0.0999813420638526,pitcher_asof_momentum,2023
asof_batter_n,0.0898527321128332,pitcher_asof_momentum,2023
asof_batter_success_rate,0.3983007736364003,pitcher_asof_momentum,2023
asof_batter_middle_rate,0.0242801475181084,pitcher_asof_momentum,2023
asof_pitcher_pitchmix_n,0.7071785428375033,pitcher_asof_momentum,2023
asof_pitcher_fastball_rate,0.1901146296146788,pitcher_asof_momentum,2023
asof_pitcher_breaking_rate,0.0422801127525105,pitcher_asof_momentum,2023
asof_pitcher_offspeed_rate,0.0807714306045043,pitcher_asof_momentum,2023
rf_pitcher_success_minus_prev5,0.4308293930076081,pitcher_asof_momentum,2023
rf_prev1_minus_prev3_success,0.1571217824809827,pitcher_asof_momentum,2023
rf_prev1_minus_prev5_middle,0.1152508012429384,pitcher_asof_momentum,2023
rf_prev1_minus_prev5_success,0.3410979115595408,pitcher_asof_momentum,2023
rf_prev3_minus_prev5_middle,0.0828757804682299,pitcher_asof_momentum,2023
rf_prev3_minus_prev5_success,0.3191718793524479,pitcher_asof_momentum,2023
top_bottom_code,0.0331067854736403,pitcher_asof_momentum,2023
game_type_code,3.164205304528026,pitcher_asof_momentum,2023
base_state_code,0.6192439833890148,pitcher_asof_momentum,2023
pitcher_id_code,0.2658558710226135,pitcher_asof_momentum,2023
batter_id_code,0.1522717384146278,pitcher_asof_momentum,2023
count_index,0.1456622419156199,pitcher_asof_momentum,2023
two_strike,0.0,pitcher_asof_momentum,2023
three_ball,0.0627542822645498,pitcher_asof_momentum,2023
full_count,0.0,pitcher_asof_momentum,2023
pitcher_count,0.0644740879803756,pitcher_asof_momentum,2023
hitter_count,0.1287718842481517,pitcher_asof_momentum,2023
even_count,0.0149324268658022,pitcher_asof_momentum,2023
runner_on,0.0288718552472257,pitcher_asof_momentum,2023
scoring_position,0.8384632823609947,pitcher_asof_momentum,2023
abs_score_diff_pitcher_team,0.1743245108392193,pitcher_asof_momentum,2023
pitcher_team_leading,0.0181097868464802,pitcher_asof_momentum,2023
pitcher_team_trailing,0.0873280643863086,pitcher_asof_momentum,2023
late_inning,0.0,pitcher_asof_momentum,2023
te_pitcher_id,5.878543194159897,pitcher_asof_momentum,2023
te_pitcher_id_delta,4.294815697640335,pitcher_asof_momentum,2023
te_batter_id,0.2909106204629113,pitcher_asof_momentum,2023
te_batter_id_delta,0.2948662746772926,pitcher_asof_momentum,2023
te_pitcher_team_id,0.1182618539387148,pitcher_asof_momentum,2023
