stage,config_name,valid_year,rank,feature,importance
stage1,baseline_current,2023,18,te_pitcher_id__batter_hand,1.313870835231715
stage1,baseline_current,2023,19,te_batter_team_id,1.2850198930681525
stage1,baseline_current,2023,20,game_month,1.275256266651211
stage1,baseline_current,2023,21,te_game_type_delta,1.0343376016560366
stage1,baseline_current,2023,22,season,0.993559813854074
stage1,baseline_current,2023,23,te_game_type,0.9308148461270249
stage1,baseline_current,2023,24,runner_on_3b,0.9019511150320996
stage1,baseline_current,2023,25,base_state_code,0.9010968441199274
stage1,baseline_current,2023,26,asof_pitcher_pitchmix_n,0.8574655583557202
stage1,baseline_current,2023,27,scoring_position,0.6671830940249146
stage1,baseline_current,2023,28,asof_pitcher_n,0.6059270911139893
stage1,baseline_current,2023,29,asof_pitcher_reverse_rate,0.5383206900181153
stage1,baseline_current,2023,30,pitcher_id_code,0.4394408448334297
stage1,baseline_current,2024,1,te_pitcher_id__balls_before__strikes_before_delta,11.94735401740122
stage1,baseline_current,2024,2,te_pitcher_id__balls_before__strikes_before,8.776788885058929
stage1,baseline_current,2024,3,te_pitcher_id__game_type,8.211901543265927
stage1,baseline_current,2024,4,te_pitcher_id__game_type_delta,8.205502988152347
stage1,baseline_current,2024,5,te_pitcher_id_delta,5.981515731806808
stage1,baseline_current,2024,6,te_pitcher_id__base_state_delta,4.883279948249274
stage1,baseline_current,2024,7,te_pitcher_id,4.874363331281684
stage1,baseline_current,2024,8,te_pitcher_id__base_state,4.581377540028136
stage1,baseline_current,2024,9,te_batter_id__pitcher_hand,4.222768321232251
stage1,baseline_current,2024,10,season,3.8360730411691986
stage1,baseline_current,2024,11,te_batter_id__pitcher_hand_delta,2.7379652143448863
stage1,baseline_current,2024,12,te_game_type,2.382673598796273
stage1,baseline_current,2024,13,te_game_type_delta,2.359057155967805
stage1,baseline_current,2024,14,te_batter_team_id_delta,2.1819962093760363
stage1,baseline_current,2024,15,te_balls_before__strikes_before__game_type_delta,2.038123711403816
stage1,baseline_current,2024,16,game_type_code,1.8044080789895947
stage1,baseline_current,2024,17,te_pitcher_id__batter_hand_delta,1.631855335349791
stage1,baseline_current,2024,18,game_month,1.5048542672874503
stage1,baseline_current,2024,19,te_pitcher_id__batter_hand,1.4551472821019102
stage1,baseline_current,2024,20,te_season,1.238944246971068
stage1,baseline_current,2024,21,te_balls_before__strikes_before__game_type,1.1690619534490283
stage1,baseline_current,2024,22,asof_pitcher_pitchmix_n,0.9449354245336411
stage1,baseline_current,2024,23,te_season_delta,0.8108974175919287
stage1,baseline_current,2024,24,te_batter_team_id,0.8051279764376352
stage1,baseline_current,2024,25,runner_on_3b,0.64724319915319
stage1,baseline_current,2024,26,base_state_code,0.6455976925032664
stage1,baseline_current,2024,27,asof_pitcher_reverse_rate,0.5280567751049955
stage1,baseline_current,2024,28,asof_pitcher_prev1_game_success_rate,0.4733553320166089
stage1,baseline_current,2024,29,te_pitcher_hand__batter_hand_delta,0.467393593593763
stage1,baseline_current,2024,30,te_balls_before__strikes_before,0.4349815273170171
stage1,random_strength_2,2022,1,te_pitcher_id__balls_before__strikes_before,14.237627261146356
stage1,random_strength_2,2022,2,te_pitcher_id__balls_before__strikes_before_delta,10.52775079405933
stage1,random_strength_2,2022,3,te_pitcher_id__base_state,7.559615816469845
stage1,random_strength_2,2022,4,te_pitcher_id__game_type,5.246091037035834
stage1,random_strength_2,2022,5,te_batter_id__pitcher_hand,5.024272453862055
stage1,random_strength_2,2022,6,te_pitcher_id__base_state_delta,5.0150053877731695
stage1,random_strength_2,2022,7,te_batter_id__pitcher_hand_delta,4.609215124873768
stage1,random_strength_2,2022,8,te_pitcher_id__game_type_delta,4.293392603612476
stage1,random_strength_2,2022,9,te_pitcher_id_delta,3.74937193977912
stage1,random_strength_2,2022,10,te_pitcher_id,2.8769806827039406
stage1,random_strength_2,2022,11,te_batter_team_id_delta,1.9848311888543162
stage1,random_strength_2,2022,12,te_balls_before__strikes_before__game_type_delta,1.8574531502457112
stage1,random_strength_2,2022,13,te_balls_before__strikes_before__game_type,1.6868559289246752
stage1,random_strength_2,2022,14,season,1.438122446168661
stage1,random_strength_2,2022,15,te_pitcher_id__batter_hand,1.4221278816176666
stage1,random_strength_2,2022,16,te_batter_team_id,1.3166025927766258
stage1,random_strength_2,2022,17,asof_pitcher_success_minus_global,1.3062230455375992
stage1,random_strength_2,2022,18,te_game_type_delta,1.1939869561530956
stage1,random_strength_2,2022,19,te_pitcher_id__batter_hand_delta,1.1655705184215186
stage1,random_strength_2,2022,20,te_batter_id,1.0952354017728132
stage1,random_strength_2,2022,21,pitcher_id_code,0.9400942015844227
stage1,random_strength_2,2022,22,scoring_position,0.9086752911049815
stage1,random_strength_2,2022,23,game_month,0.8646216281976271
stage1,random_strength_2,2022,24,asof_pitcher_success_rate,0.7905066624516144
stage1,random_strength_2,2022,25,runner_on_3b,0.762706140516738
stage1,random_strength_2,2022,26,te_season_delta,0.762418689811658
stage1,random_strength_2,2022,27,asof_pitcher_n,0.7302499659493785
stage1,random_strength_2,2022,28,count_index,0.7269500030760836
stage1,random_strength_2,2022,29,asof_batter_success_minus_global,0.7235976902888639
stage1,random_strength_2,2022,30,te_season,0.6933374203925723
stage1,random_strength_2,2023,1,te_pitcher_id__balls_before__strikes_before,11.168515922895226
stage1,random_strength_2,2023,2,te_pitcher_id__balls_before__strikes_before_delta,10.43142726787034
stage1,random_strength_2,2023,3,te_pitcher_id__game_type,7.8956257875796965
stage1,random_strength_2,2023,4,te_pitcher_id__base_state,6.737619722402315
stage1,random_strength_2,2023,5,te_pitcher_id__game_type_delta,5.98695186893724
stage1,random_strength_2,2023,6,te_batter_id__pitcher_hand,4.809503243320301
stage1,random_strength_2,2023,7,te_pitcher_id,4.805769973705687
stage1,random_strength_2,2023,8,te_pitcher_id_delta,4.313780097730189
stage1,random_strength_2,2023,9,te_pitcher_id__base_state_delta,4.078667084396163
stage1,random_strength_2,2023,10,te_batter_id__pitcher_hand_delta,3.33895808353583
stage1,random_strength_2,2023,11,te_game_type,2.606745572135069
stage1,random_strength_2,2023,12,te_balls_before__strikes_before__game_type,2.4556250364783354
stage1,random_strength_2,2023,13,te_season_delta,2.413179197351749
stage1,random_strength_2,2023,14,game_type_code,1.6208977644232496
stage1,random_strength_2,2023,15,te_season,1.4190966587682157
stage1,random_strength_2,2023,16,te_pitcher_id__batter_hand_delta,1.3989488552901277
stage1,random_strength_2,2023,17,te_batter_team_id,1.339496204967829
stage1,random_strength_2,2023,18,te_balls_before__strikes_before__game_type_delta,1.3102657705576104
stage1,random_strength_2,2023,19,te_game_type_delta,1.28483269068649
stage1,random_strength_2,2023,20,season,1.1902719129798365
stage1,random_strength_2,2023,21,te_pitcher_id__batter_hand,0.9758034292637761
stage1,random_strength_2,2023,22,asof_batter_success_minus_global,0.9401837592377756
stage1,random_strength_2,2023,23,game_month,0.8843851706917638
stage1,random_strength_2,2023,24,base_state_code,0.8624700985259138
stage1,random_strength_2,2023,25,te_batter_id_delta,0.8058806395425322
stage1,random_strength_2,2023,26,te_batter_team_id_delta,0.7657111314239461
stage1,random_strength_2,2023,27,runner_on_3b,0.7159234919485186
stage1,random_strength_2,2023,28,asof_pitcher_n,0.6492628970129711
stage1,random_strength_2,2023,29,asof_pitcher_pitchmix_n,0.6314978885157393
stage1,random_strength_2,2023,30,scoring_position,0.6004256226195034
stage1,random_strength_2,2024,1,te_pitcher_id__balls_before__strikes_before,11.727885303110149
stage1,random_strength_2,2024,2,te_pitcher_id__game_type,9.703474908295455
stage1,random_strength_2,2024,3,te_pitcher_id__balls_before__strikes_before_delta,9.307344690207845
stage1,random_strength_2,2024,4,te_pitcher_id__game_type_delta,6.15893344248086
stage1,random_strength_2,2024,5,te_pitcher_id_delta,5.379041188597329
stage1,random_strength_2,2024,6,te_pitcher_id__base_state,5.356716974829049
stage1,random_strength_2,2024,7,game_type_code,5.047686617127704
stage1,random_strength_2,2024,8,te_pitcher_id__base_state_delta,4.459376025043986
stage1,random_strength_2,2024,9,te_pitcher_id,4.251176736240835
stage1,random_strength_2,2024,10,te_batter_id__pitcher_hand,3.214798838295872
stage1,random_strength_2,2024,11,season,2.9586182766089273
stage1,random_strength_2,2024,12,te_game_type_delta,2.7273585705000007
stage1,random_strength_2,2024,13,te_batter_id__pitcher_hand_delta,2.7207618147295944
stage1,random_strength_2,2024,14,te_balls_before__strikes_before__game_type,2.1769980660066035
stage1,random_strength_2,2024,15,te_batter_team_id,1.8421915055994451
stage1,random_strength_2,2024,16,te_pitcher_id__batter_hand_delta,1.3261920529394338
stage1,random_strength_2,2024,17,game_month,1.3013979373981763
stage1,random_strength_2,2024,18,te_season,1.2832033839078656
stage1,random_strength_2,2024,19,te_pitcher_id__batter_hand,1.2088906008687434
stage1,random_strength_2,2024,20,te_batter_id,0.9491814683396307
stage1,random_strength_2,2024,21,te_season_delta,0.8983623497899313
stage1,random_strength_2,2024,22,te_batter_team_id_delta,0.8966729281579999
stage1,random_strength_2,2024,23,te_balls_before__strikes_before__game_type_delta,0.7080037378296742
stage1,random_strength_2,2024,24,runner_on_3b,0.6253985561034754
stage1,random_strength_2,2024,25,base_state_code,0.6197165846401541
stage1,random_strength_2,2024,26,asof_pitcher_pitchmix_n,0.5806811882590615
stage1,random_strength_2,2024,27,asof_batter_success_minus_global,0.5310817726602404
stage1,random_strength_2,2024,28,asof_pitcher_success_rate,0.5188899803056347
stage1,random_strength_2,2024,29,asof_pitcher_prev1_game_success_rate,0.48424174927549557
stage1,random_strength_2,2024,30,asof_pitcher_success_minus_global,0.46504410048352346
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2022,1,te_pitcher_id__balls_before__strikes_before_delta,13.474209341354298
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2022,2,te_pitcher_id__balls_before__strikes_before,13.450422525377842
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2022,3,te_batter_id__pitcher_hand_delta,7.140446000851654
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2022,4,te_pitcher_id__base_state,6.596557709893442
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2022,5,te_pitcher_id__base_state_delta,6.454336782080796
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2022,6,te_pitcher_id__game_type,5.652986619427026
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2022,7,te_pitcher_id__game_type_delta,5.023725323026567
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2022,8,te_pitcher_id_delta,4.3559306143151195
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2022,9,te_batter_id__pitcher_hand,3.804889862838955
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2022,10,te_pitcher_id,3.6553868450722
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2022,11,game_type_code,3.272808456128063
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2022,12,te_batter_team_id,1.942631133953943
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2022,13,season,1.4761527105432815
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2022,14,te_batter_team_id_delta,1.47447728164947
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2022,15,te_pitcher_id__batter_hand,1.2654421618150675
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2022,16,te_balls_before__strikes_before__game_type,1.2374225508556707
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2022,17,te_balls_before__strikes_before__game_type_delta,1.2254184730408664
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2022,18,te_pitcher_id__batter_hand_delta,1.1816724472619167
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2022,19,te_batter_id,0.9991098143077359
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2022,20,te_season,0.9123224664239206
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2022,21,game_month,0.8860862454941506
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2022,22,base_state_code,0.8851232887505249
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2022,23,te_game_type,0.8125761808652302
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2022,24,scoring_position,0.7680424610975988
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2022,25,te_season_delta,0.7444698235564107
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2022,26,asof_pitcher_success_minus_global,0.7328458637802246
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2022,27,runner_on_3b,0.7025985849809752
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2022,28,asof_pitcher_success_rate,0.6714885748925077
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2022,29,pitcher_id_code,0.6337342954480939
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2022,30,asof_pitcher_pitchmix_n,0.5999914655305016
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2023,1,te_pitcher_id__balls_before__strikes_before_delta,12.907127710709021
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2023,2,te_pitcher_id__balls_before__strikes_before,11.258897541907082
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2023,3,te_pitcher_id__game_type_delta,7.9954816025894635
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2023,4,te_pitcher_id__game_type,6.73089726945481
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2023,5,te_pitcher_id__base_state_delta,5.890294829023017
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2023,6,te_pitcher_id__base_state,5.178805556936703
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2023,7,te_game_type_delta,4.9242135309940736
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2023,8,te_pitcher_id,4.749368905012887
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2023,9,te_pitcher_id_delta,4.708168582734112
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2023,10,te_batter_id__pitcher_hand_delta,4.69999237525133
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2023,11,te_batter_id__pitcher_hand,4.268009044484553
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2023,12,te_balls_before__strikes_before__game_type_delta,2.4390121112286876
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2023,13,te_season,2.2284649557227754
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2023,14,te_season_delta,1.7200044531142515
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2023,15,te_balls_before__strikes_before__game_type,1.6889004140119213
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2023,16,game_type_code,1.5406733824764878
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2023,17,te_pitcher_id__batter_hand,1.2783880303816566
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2023,18,te_batter_team_id,1.1526446505169823
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2023,19,te_batter_team_id_delta,1.0850950633449308
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2023,20,season,1.0580042462930304
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2023,21,scoring_position,0.9922670016495123
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2023,22,game_month,0.9749429249328438
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2023,23,te_pitcher_id__batter_hand_delta,0.9728808940491706
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2023,24,base_state_code,0.7346379751231485
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2023,25,te_batter_id_delta,0.6735232344846049
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2023,26,asof_pitcher_n,0.6502102910937413
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2023,27,te_batter_id,0.5975251718142861
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2023,28,asof_pitcher_pitchmix_n,0.43851387467662123
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2023,29,runner_on_3b,0.3984933262154447
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2023,30,asof_pitcher_success_rate,0.37419898467258034
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2024,1,te_pitcher_id__balls_before__strikes_before_delta,11.579736280775094
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2024,2,te_pitcher_id__balls_before__strikes_before,10.809992939735901
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2024,3,te_pitcher_id__game_type_delta,9.224488215431107
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2024,4,te_pitcher_id__game_type,8.776639417400553
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2024,5,te_pitcher_id,5.933280431558295
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2024,6,te_pitcher_id__base_state_delta,5.152236506333045
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2024,7,te_pitcher_id_delta,4.995257616274507
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2024,8,te_pitcher_id__base_state,4.96800606889441
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2024,9,game_type_code,3.9478928091301415
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2024,10,te_batter_id__pitcher_hand_delta,3.6856436741468115
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2024,11,te_game_type_delta,3.457108558605486
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2024,12,te_batter_id__pitcher_hand,3.1851108369867367
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2024,13,season,3.036124935901712
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2024,14,te_balls_before__strikes_before__game_type_delta,2.34252022673605
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2024,15,te_batter_team_id_delta,1.7132618523502117
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2024,16,te_balls_before__strikes_before__game_type,1.6889060101508961
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2024,17,te_pitcher_id__batter_hand,1.5054537024871968
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2024,18,game_month,1.2763783369947361
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2024,19,te_batter_team_id,1.2505590510559514
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2024,20,te_pitcher_id__batter_hand_delta,1.1233743818102453
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2024,21,te_season,1.079274864927681
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2024,22,te_season_delta,1.0117603592252522
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2024,23,runner_on_3b,0.7745159919925405
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2024,24,te_game_type,0.526831824276883
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2024,25,asof_batter_success_minus_global,0.4746837273342915
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2024,26,base_state_code,0.4177781297359558
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2024,27,scoring_position,0.398897372588686
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2024,28,asof_pitcher_pitchmix_n,0.38943223670620164
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2024,29,te_pitcher_hand__batter_hand,0.37877831811137536
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_3,2024,30,asof_pitcher_prev1_game_success_rate,0.33359264778769654
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2022,1,te_pitcher_id__balls_before__strikes_before,14.422353171777942
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2022,2,te_pitcher_id__balls_before__strikes_before_delta,13.032516513580047
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2022,3,te_batter_id__pitcher_hand_delta,7.520101330611268
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2022,4,te_pitcher_id__base_state_delta,7.121102739699725
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2022,5,te_pitcher_id__base_state,6.789977808998517
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2022,6,te_pitcher_id__game_type_delta,5.969295213942109
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2022,7,te_pitcher_id__game_type,5.612169000156912
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2022,8,te_pitcher_id,5.133807490108
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2022,9,te_pitcher_id_delta,4.849211631309497
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2022,10,te_batter_id__pitcher_hand,4.007132888635155
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2022,11,game_type_code,1.9992381776558878
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2022,12,te_pitcher_id__batter_hand,1.3843908299701355
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2022,13,te_batter_team_id,1.2974462782323417
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2022,14,te_batter_team_id_delta,1.2858943389077628
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2022,15,te_season,1.266822457533334
stage2,stage2_from_conservative_d5_i300_lr003_l2_10_rs1_bag1_rsm085_4,2022,16,te_pitcher_id__batter_hand_delta,1.1558241106296048
