valid_year,variant,prior_type,prior_value,prior_weight,brier,auc,logloss,pred_mean,pred_std,actual_rate,pred_minus_actual,avg_rate_brier,pseudo_score
2023,J_platt_weak_trend_w020,linear_trend,0.5129662444084708,0.2,0.25163119529883143,0.5154708686332126,0.6965257347408733,0.5275235989236556,0.044307078942083813,0.49995723449750534,0.02756636442615029,0.24999999817111176,0.0
2023,K_platt_weak_trend_w030,linear_trend,0.5129662444084708,0.3,0.251210555626724,0.5154708686332126,0.6956385069241364,0.5257039296092575,0.03876869407432334,0.49995723449750534,0.02574669511175215,0.24999999817111176,0.0
2024,A_catboost_raw,none,,0.0,0.2555164325408653,0.5106875170195614,0.7049407319137688,0.5332785480993348,0.06568103219750941,0.4861049201797189,0.047173627919615935,0.24980692675678798,0.0
2024,B_catboost_platt,none,,0.0,0.2500138247696704,0.5106875170195614,0.6931755822046753,0.49999525244929005,0.012986016692207772,0.4861049201797189,0.013890332269571148,0.24980692675678798,0.0
2024,C_platt_trend_w025,linear_trend,0.4918391589212803,0.25,0.24992622842284207,0.5106875170195614,0.6929997762340957,0.49795622906728754,0.009739512519155828,0.4861049201797189,0.011851308887568635,0.24980692675678798,0.0
2024,D_platt_trend_w050,linear_trend,0.4918391589212803,0.5,0.2498680268874098,0.5106875170195614,0.6928831956128118,0.49591720568528513,0.006493008346103886,0.4861049201797189,0.009812285505566232,0.24980692675678798,0.0
2024,E_platt_trend_w075,linear_trend,0.4918391589212803,0.75,0.2498392201633735,0.5106875170195614,0.6928255787191213,0.4938781823032827,0.003246504173051943,0.4861049201797189,0.007773262123563773,0.24980692675678798,0.0
2024,F_trend_prior_w100,linear_trend,0.4918391589212803,1.0,0.2498398082507333,0.5,0.6928267745223177,0.4918391589212803,0.0,0.4861049201797189,0.0057342387415613705,0.24980692675678798,0.0
2024,G_prev_year_prior_w075,previous_year_rate,0.49995723449750534,0.75,0.24997094657993488,0.5106875170195614,0.6930890783168474,0.49996673898545146,0.003246504173051943,0.4861049201797189,0.013861818805732562,0.24980692675678798,0.0
2024,H_history_mean_prior_w075,history_mean_rate,0.5315815109059132,0.75,0.25119105492191335,0.5106875170195614,0.6955316404116216,0.5236849462917574,0.003246504173051943,0.4861049201797189,0.037580026112038534,0.24980692675678798,0.0
2024,I_platt_weak_trend_w010,linear_trend,0.4918391589212803,0.1,0.24997525885357155,0.5106875170195614,0.6930981313604796,0.49917964309648905,0.011687415022986996,0.4861049201797189,0.013074722916770143,0.24980692675678798,0.0
2024,J_platt_weak_trend_w020,linear_trend,0.4918391589212803,0.2,0.24994139610729607,0.5106875170195614,0.6930301890566749,0.4983640337436881,0.010388813353766213,0.4861049201797189,0.012259113563969193,0.24980692675678798,0.0
2024,K_platt_weak_trend_w030,linear_trend,0.4918391589212803,0.3,0.24991223653084396,0.5106875170195614,0.6929717320637665,0.49754842439088703,0.009090211684545439,0.4861049201797189,0.011443504211168132,0.24980692675678798,0.0
