strategy,parameter,cap_type,cap_value,mean_brier,worst_brier,mean_pseudo_score,positive_fold_count,mean_skill_margin,worst_skill_margin,mean_pred_std,mean_auc,brier_2022,brier_2023,brier_2024,pseudo_2022,pseudo_2023,pseudo_2024,skill_2022,skill_2023,skill_2024,pred_std_2024,ready_like,selection_note
temperature,2.2,hard_cap,0.03,0.2497325401393774,0.2505791220763338,47.084495105804194,2,-7.569584797024557e-05,-0.0005791239052220509,0.012384336449831902,0.519536371610675,0.2488442210303677,0.2505791220763338,0.24977427731143062,128.18361340423488,0.0,13.069871913177696,0.0003193869159539564,-0.0005791239052220509,3.264944535735781e-05,0.005906370325472142,True,
temperature,2.2,no_cap,,0.24979566830953637,0.2508010732720453,51.441295777581786,2,-0.00013882401812924847,-0.0008010751009335515,0.014878198355672561,0.5195480238223708,0.24881165434513322,0.2508010732720453,0.24977427731143062,141.25401541956765,0.0,13.069871913177696,0.0003519536011884483,-0.0008010751009335515,3.264944535735781e-05,0.005906370325472142,True,
temperature,2.2,hard_cap,0.025,0.2497405172855419,0.25057026032894764,42.69739477723087,2,-8.367299413474434e-05,-0.0005702621578358713,0.011613037871984607,0.5194761083148794,0.24887700897756865,0.25057026032894764,0.24977428255010936,115.02440950957993,0.0,13.06777482211268,0.00028659896875302127,-0.0005702621578358713,3.2644206678617005e-05,0.0059045210736402625,True,
shrink,0.45,hard_cap,0.03,0.24973479873280321,0.25058186751128747,46.545322262395274,2,-7.795444139606829e-05,-0.0005818693401757058,0.012284641649850972,0.5195401322735593,0.2488482211672558,0.25058186751128747,0.24977430751986635,126.57818758741575,0.0,13.057779199770069,0.0003153867790658682,-0.0005818693401757058,3.261923692163271e-05,0.005843877961983252,True,
shrink,0.45,no_cap,,0.2497898458659947,0.25077662360798353,50.50720328851332,2,-0.00013300157458753792,-0.000776625436871764,0.01457608415102145,0.5195480238223708,0.24881860647013415,0.25077662360798353,0.24977430751986635,138.46383066576988,0.0,13.057779199770069,0.00034500147618751753,-0.000776625436871764,3.261923692163271e-05,0.005843877961983252,True,
shrink,0.45,hard_cap,0.025,0.2497424684345979,0.250573481960596,42.34531959458719,2,-8.562414319077116e-05,-0.0005734837894842137,0.011532554704797991,0.5194843778306112,0.2488796074619585,0.250573481960596,0.24977431588123924,113.9815267181195,0.0,13.054432065642057,0.00028400048436316716,-0.0005734837894842137,3.26108755487331e-05,0.005842400163029166,True,
temperature,2.1,hard_cap,0.025,0.24973820968745838,0.2505726163656688,43.93874322016709,2,-8.136539605124726e-05,-0.0005726181945570341,0.011943084388095257,0.5194694888736455,0.24886767782918143,0.2505726163656688,0.24977433486752493,118.7693979788554,0.0,13.046831681645893,0.00029593011714024176,-0.0005726181945570341,3.2591889263050566e-05,0.006183168137835242,True,
temperature,2.1,hard_cap,0.03,0.24972932601567713,0.25058365055219695,48.980303930886116,2,-7.248172426999044e-05,-0.0005836523810851812,0.012777986471926966,0.5195351709569344,0.24882999192098293,0.25058365055219695,0.2497743355738515,133.89436286000972,0.0,13.046548932648607,0.0003336160253387399,-0.0005836523810851812,3.259118293647001e-05,0.006187532537243184,True,
temperature,2.1,no_cap,,0.24979938255928236,0.250834792725281,54.46164830403824,2,-0.00014253826787521962,-0.0008347945541692103,0.015582174097755135,0.5195480238223708,0.24878901784722735,0.250834792725281,0.24977433710533875,150.33900904783152,0.0,13.045935864283186,0.00037459009909432406,-0.0008347945541692103,3.258965144922743e-05,0.006187564271333514,True,
shrink,0.475,hard_cap,0.025,0.24973963168721328,0.25057615695906504,43.84170156345622,2,-8.278739580612944e-05,-0.0005761587879532792,0.011917312358519361,0.519468758106373,0.24886839221125373,0.25057615695906504,0.24977434589132103,118.48268593523419,0.0,13.042418755134484,0.0002952157350679385,-0.0005761587879532792,3.258086546695238e-05,0.006164474116187044,True,
shrink,0.475,hard_cap,0.03,0.24973093523787968,0.25058705029625317,48.78927970558818,2,-7.409094647251961e-05,-0.0005870521251414018,0.012743244306043374,0.5195328386630594,0.24883140664257541,0.25058705029625317,0.2497743487748104,133.32657464882354,0.0,13.041264467941017,0.00033220130374625456,-0.0005870521251414018,3.257798197758843e-05,0.006168524421873424,True,
shrink,0.475,no_cap,,0.24979342909354652,0.25081360308938494,54.016263872363176,2,-0.0001365848021393871,-0.0008136049182731753,0.015385866603855972,0.5195480238223708,0.2487923350751248,0.25081360308938494,0.24977434911612983,149.00766378244742,0.0,13.04112783464211,0.00037127287119687047,-0.0008136049182731753,3.25776406581435e-05,0.006168537848760099,True,
temperature,2.3,hard_cap,0.03,0.24973605942560806,0.2505752565798189,45.15495437635843,2,-7.921513420092174e-05,-0.0005752584087071189,0.012011091364621015,0.5195463316188867,0.2488585607777932,0.2505752565798189,0.2497743609192121,122.4284601763309,0.0,13.036402952744396,0.0003050471685284717,-0.0005752584087071189,3.256583757588194e-05,0.005649617694823055,True,
temperature,2.3,no_cap,,0.24979338201607285,0.2507727783123434,48.57358646055167,2,-0.00013653772466570846,-0.0007727801412316382,0.01423494319049286,0.5195480238223708,0.24883300681666304,0.2507727783123434,0.2497743609192121,132.6843564289106,0.0,13.036402952744396,0.00033060112965863087,-0.0007727801412316382,3.256583757588194e-05,0.005649617694823055,True,
temperature,2.3,hard_cap,0.025,0.24974328041226201,0.2505681446478002,41.305428188010524,2,-8.64361208548677e-05,-0.0005681464766884303,0.011297455721990935,0.5194946163871935,0.24888732131732424,0.2505681446478002,0.24977437527166158,110.88562702822385,0.0,13.030657535807713,0.0002762866289974242,-0.0005681464766884303,3.2551485126403046e-05,0.005648818799484741,True,
shrink,0.425,no_cap,,0.2497879581067748,0.2507434873261506,46.831898183484704,2,-0.00013111381536765979,-0.000743489155038829,0.013766301698186925,0.5195480238223708,0.2488459102624869,0.2507434873261506,0.2497744767316869,127.50565239174702,0.0,12.990042158707093,0.00031769768383477226,-0.000743489155038829,3.245002510107731e-05,0.005519218075206404,True,
temperature,2.4,no_cap,,0.24979221578713048,0.25074894000009096,45.852599270821486,2,-0.00013537149572335574,-0.0007489418289791938,0.013644892790148628,0.5195480238223708,0.24885315389316914,0.25074894000009096,0.24977455346813138,124.59847395507619,0.0,12.959323857388256,0.0003104540531525257,-0.0007489418289791938,3.237328865660083e-05,0.005414253075238511,True,
temperature,2.0,no_cap,,0.2498049242273653,0.2508751645230789,57.638601487551995,2,-0.00014807993595815824,-0.0008751663519671327,0.016355867528037294,0.5195480238223708,0.24876502254506172,0.2508751645230789,0.24977458561395527,159.96934887289706,0.0,12.946455589758928,0.0003985854012599488,-0.0008751663519671327,3.234114283270917e-05,0.006496862871915901,True,
shrink,0.5,no_cap,,0.2497987077894304,0.2508544257703548,57.3590799350121,2,-0.00014186349802326284,-0.0008544275992430628,0.0161956490566905,0.5195480238223708,0.24876709607745884,0.2508544257703548,0.24977460152047753,159.13715174177975,0.0,12.940088063256548,0.0003965118688628311,-0.0008544275992430628,3.232523631044315e-05,0.006493197735536946,True,
temperature,2.5,no_cap,,0.24979193034427657,0.2507287883168091,43.27134399605586,2,-0.0001350860528694283,-0.00072879014569735,0.013101720365744087,0.5195480238223708,0.2488721741687899,0.2507287883168091,0.24977482854723068,116.96482481284086,0.0,12.84920717532672,0.0002914337775317688,-0.00072879014569735,3.2098209557296364e-05,0.0051977113138088876,True,
shrink,0.4,no_cap,,0.2497877658158869,0.250714194243886,42.990348557247735,2,-0.00013092152447978975,-0.0007141960727742591,0.0129565192453524,0.5195480238223708,0.24887424645218303,0.250714194243886,0.24977485675159172,116.13312896037891,0.0,12.837916711364294,0.00028936149413863466,-0.0007141960727742591,3.207000519625525e-05,0.005194558188429557,True,
shrink,0.525,no_cap,,0.24980568195364625,0.250899091650893,60.53565147646748,2,-0.00014883766223909115,-0.00089909347978126,0.017005431509525024,0.5195480238223708,0.24874288947713624,0.250899091650893,0.24977506473290942,168.85229454377793,0.0,12.754659885624498,0.0004207184691854271,-0.00089909347978126,3.186202387855941e-05,0.0068178576223137935,True,
temperature,2.6,no_cap,,0.2497923383564963,0.25071170539398796,40.82233854536228,2,-0.00013549406508916081,-0.0007117072228761956,0.012600062343204299,0.5195480238223708,0.2488901438964107,0.25071170539398796,0.24977516577909023,109.75280546181477,0.0,12.714210174272058,0.0002734640499109653,-0.0007117072228761956,3.176097769774788e-05,0.004997821619692806,True,
